Date;Place;Interview ;Gender;Age
10-Jan-24;Grangärde;"Varför just där?
Jag är född på trakten. Jag är född i trakten.
Har nog inte tagit någon aktivt beslut att flytta hit men tog aktiv beslut att flytta därifrån
Det har funnits tillfälle att flytta härifrån, till utlandet mm. 

Varför?
Det är enklare på så sätt att det finns utvecklingsutrymme.

Flyttar du över till Europa … där är det inte lätt att köpa mark om du ska börja med plantage eller liknande. Det är betydligt mer konkurrans, prissättning mm

Livet är enklare
Bara en sådan sak som att parkera bilen. 
Du behöver inte håller på med att leta parkeringsplats i en timme, du bara släppa bilden där du vill vara

För företaget …
Tillgången till mark och naturen … naturresurser
Marken, åker, fält, vatten 

Det är ett musteri och plantage med svarta vinbär och jordgubbar
Det har jag hållit på med sedan jag var arton år. Det har följt med mig. 

Det var min pappa som börjat med lite plantagar. Sedan drev vi det tillsammans under många år tills han pensionerat sig.

Sedan, jag har varit lite såhär entreprenör sedan jag var liten
Sålde det ena eller det andra

Det finns bra entreprenörsanda på landsbygden, bra möjlighet att utvecklas. 

Det som kan vara lite såhär, eller i alla fall varit lite sådär.
När vi har byggd nya fabriker, nya lokaler i vissa tidsperioder.
Då kan det vara lite kära och svårt att låna pengar på landsbygden. Jag fick kommentaret ""Grangärde är ju ingen tillväxtbygd direkt"" Då så jag ""då ska jag fanimej se till att det blir det"". 

Det finns ju flera arbetstillfällen härute nu än det har funnits på väldig länge, på de sista par hundra år 

Det bästa?
Oj den var svar.

Standartsvaret är ju naturen och det där.

Men det är verkligen den vackra naturen mellan sjöarna.

Sedan är det också ett väldig levande by. Det finns services. Både Ica och besinmak, som gör att det rör sig folk och att det till och med kommer till 

Inflyttning?

Det är trögt på fastighetsmarknaden, finns inte så mycket hus att sälja

Under senaste 10-15-års perioden har det varit lite inflyttning, f.a. av någon Holländare som hittat hit

Skulle ni behöver flera?

Det är ju jättekul om byn växer så att skolan och infrastrukturen kan finnas kvar. Det är kul om det växer och vi får flera kunder och sådär. 

Oväntat?

Inte om själva orten så

Jag fick faktiskt själv en Ludvikalexikon i julklapp. Grangärde är faktiskt en av de äldsta byar i Ludvikatrakten. Det har rotar väldig länge tillbaka. 
Kolla gärna upp Ludvikalexikon, den var väldig bra. Väldig genomarbetat, en riktigt tjockt bok där allt från 2-3000 år framför kristi till idag. Alla de olika historieepisoder från gruvbrytning till skogsbruk i perioder på 100-200 år.

Varje typ utav verksamhet har haft sina perioder i 100-200 år, sedan blir det någon annan som tar över. 

Mera?

Just nu … som jag brukar säga

Det är nära till väldig många fina skidspår i närheten, de får gärna lyftast fram
De som sköter skidspåren är väldig duktiga på att sköta skidspåren. 

Skidspåren används ungefär jamt 50:50 av turister och skidspåren. 


Hur vill du att framtiden ser ut? 100 år framöver

Jag skulle vilja se att det skapats bra förutsättningar för de företag som finns att kunna leva på landsbygden och utvecklas

Det har det pratats om i femtio år. Men hela det här med småföretagen och landsbygden är så där … det måste vara enkelt. Det ska inte behövas en armé av akademiker för att driva bolag

Vi har ju faktikst tre caféer inom närområdet. Det är mycket kul att det kan finnas.
Men jag vet också hur mycket det krävs för att det ska gå ihop ekonomiskt.

Jag hoppas att det skapas ekonomiska förutsättnignar för att producera livsmedel och varor



Det finns väldig mycket driven folk som vill göra grejer
Men man måste kanske sänka tröskeln lite så att det gå att driva på landsbygden 

""Det bästa med Stockholm är vägen ut ur staden""";;
10-Jan-24;Grangärde;"Är destinationsutvecklare i grund och botten, jobbar mycket med turismen
Jobbat i Värmland och Dalarna, jobbar med service och landsbygdsfrågor i Ludvika kommun

Varför?

Kom hit 11 år sedan, bosatte mig rask ute i Grangärde (2 mil från Ludvika C) 

Jag har bott både i Paris och New York och rest jorden runt och insåg till slut att jag i den här livsfasen drivs bättre på landsbygden

Jag fick min dos av storstäden och detta livet

Jag föredrar gemenskapen, och takten och luften på landsbygden

Vi lever så urbant så om urbant vore något att sträva efter. Men vi har tillgängligheten och kvalitet och kultur och musik och sociala nätverk på ett helt annat sätt idag - även på landsbygden. Det här i storstaden är inte lika nödvändig, även om du lever själv. 

Sedan är min erfarenhet - jag bodde ju utomlands i över 23 år - min erfarenhet av att bo i större städer är att man blir nästan mer isolerat (i alla fall blev jag det). För 10 år sedan var det rätt för mig att göra valet att bo utanför stadskärnan men samtidigt otroligt nära och tillgänglig

Varför just Grangärde?

Det är lite lustig. Jag kunde inte Ludvika som stad när jag fick jobbet på kommunen. Så jag veckopendlade mellan Karlstad och Ludvika (bodde en bit utanför staden även där och tyckte det var fantastiskt). Grangärde var en bit på vägen när jag veckopendlade.
Det lag oerhört vackert mellan två sjöar. Det var även en gammal kyrkby.

Jag tyckte om det estetiska, att det var närmare Karlstad - och att jag har släkt i andra delar av Dalsland. Grangärde var en jättebra alternativ. Det lag inte långt ifrån staden. 

Det är 17-18 minuter in till staden. Och dt är precis den tiden som jag behöver för att varva upp och ner. 
Nu kan jag dessutom jobba på distans. Plus jag jobbar på landsbygden. Min fokus och trovärdighet stiger när jag också säger att jag bo på landsbygden. 

Det bästa?

Det finns så många parametrar. 

Vad är det som avgör vad är bäst?

Men för mig som lever själv - och för de med familj som är längre ifrån. 
Det är himla centralt. Det är nära. Det är inte svårt för mig att komma ner till dottern och mamman in Stockholm. Det är nära till Karlstad. Det är tillgängligt, hanterbart. 

Framför allt … 
Då pratar jag bara om den närheten (till staden)

Men sjön! Jag bor vid en sjö! Just nu finns det en isvak där, det finns skispår. 

Jag kan nyttja sjön.
Sjön är också ett samlingsplats. Barnen åker pulka där.
Jag kan stå vid fönstret och se hur grannen grillar korv ute på sjön.
Det är ett levande samlingsplats.
Det har lång tradition, mycket lång och intressant historia och bakgrund. 

Stadens fördelar är att du kan hitta just den grejen som intresserar dig - med massa av andra
Här är vi lite mer allmänna - fast det är ju inte hellre en nakdelen 

En by är som en familj
I en familj måste man ge hänsyn till varandra, respektera varandras val, lyssna till varandra

I en stad har du mer möjlighet att välja, det blir ingen familj 

Överraska?

Ngt som inte syns direkt på ytan

Vi har ett regenerativt jordbruk.
Vi har en ung familj som har ett jordbruk med kor, köttdjur. Djuren går i byn, i ängarna runtom. Det är regenerativ så det är ett annat sätt att odla och förädlar 

Den där grön inställningen och profil vill Grangärde gärna ha. Det gäller även solceller och elbilsladdare. Vi har en gemensam odlingsområde där en del i byn går ihop och odlar. 

Det finns lite sådant.

När jag tittar på profilen av Grangärde så är dett en väldig stor tolanerans gentemeot varandra. Det finns allt och alla - precis som överallt annars. 
Det är ett samhälle som är rikt på nyanser.

Just den här industrihistorien vi har är utmärkande. Det är gamla kulturbyggnader. En av Dalarnas största kyrka med enormt massigt kyrkogård. Man kan ser att Grangärde var en central ort på 1700 - 1800 talet av de enorma byggnader och träden. 

Mera? 

Jag kommer säkert komma på massa mer grejer … 

För mig är det livskvalité och i det dagliga livet. Det är livskvalité i stunden att bo i Grangärde.
Bara att kunna se över sjön och se soluppgången och nedgången är en lysa för själen. Och att kunna titta ut genom sitt fönster


Vi är högteknologiska, finns världsexporterande företag här i byn
Utifrån respekt för historie och traditioner så går vi in i framtiden ";;
10-Jan-24;Grangärde;"Varför där?
Det var inte alls planerat att jag skulle hamna här.

För två år sedan letade flickvännen och jag efter hus i närområdet. Av en slump så fick vi reda på att det fanns jättefin lägenhet att hyra ut. Vi fick tag på han som hyrde ut och fick en visning.

Det var så otrolig vackert att vi  fastnade direkt.

Både jag och flickvännen kommer härifrån från början (jag kommer från Hagge)

Vi har levt vara liv. Jag bodde i Malmö och i Norge men fick hemlängtan och kom tillbaka. 
Både hade kommit ut ur förhållande och flytta ihop. Vi fastnade för Grangärdetraktarna och kunde inte tack nej. 

Det bästa?

Grangärde är en väldig gammal by med mycket historia. Det är väldig vackert med sjöarna. Det ligger väldig fin till.

Det är en levande by. Det händer saker hela tiden.

Min favoritverksamhet är musteriet där man kan köpa jordgubbar under sommaren.

Under sommaren finns det en liten café. Där finns det en särskild parkering för hästar. Jag tycker det ät ganska talande för glesbygden, småbyarna att det finns parkering för både hästar och bilar. 

Vi har gästgivaregården med restaurang och logi - det är jättepopulär. Där brukar jag beställer min catering när vi har filminspelning. Det är jättesmidig. 

Det slaktars kosor som går ute året runt (regenerativ jordbruk) Det är härproducerat kött från glada kosor som gått runt i våran by

Min högpunkt förra året var när jag fick vara med om en tvillingfödsel i hagen när jag var ute och skulle fota kosorna. Vi visste inte att det skulle vara två så det blev helt magiskt när det kom en till.

Vi har den gamla kyrkan som också är vädig viktigt för byn.

Människorna är väldig viktiga. Det finns en optimistikst anda. Folk är trevliga och udda - jag känner mig hemma i det. 

Överraska?

Man spelade in en film på 1900-talet här.

En kväll när jag var ute och sprang så träffade jag på en man och började prata med honom och det visade sig att han drev en liten däckfirma - alltså inte vanliga däck utan sådana speciella isralleydäck. Han har duppart hundratals däck och shippat ut det över hela jorden

Sådant tycker jag är kult. Att det finns så många entreprenörer som driver riktigt udda grejer - och man visste inte ens om det 

Det finns så nischade företag som det går väldig bra för.
Ett annat företag gör skogsaggregat 
Det är kul 

Det är samma sak med musteriet. De exporterar även till Ikea. 

Mera?

Vi är många som odlar egna grödar här.
Det finns en samodlingsinitiativ där man kan umgås och odla ihop

Jag, sambon och grannen villa odla mer storskalig och gjorde var ägen grej. Vi brytte oss loss lite.

Det är som om det finns en egen grön våg i Grangärde.
Med tanke på de stigande matpriserna och intressed så kommer det nog bara växer

Det känns som om den svenska landsbygden bara leva och i Grangärde har vi allt som vi behöver. Det är som … som en egen biotop. 


Det finns framåtanda och enthusiasm, ingetning är omöjligt ";;
11-Jan;Hagge;"Varför just där?

Återflyttat
Uppväxt i Hagge, sedan runtom i landet, sedan tillbaka till Ludvika kommun med dottern
Vi letade hästgård länge

När pappa blev gammal så kunde vi ta över gården
Byggde stall och sådant

Det är en gammal gammal gård med delar från 14-talet
Det var ju en byggnad i början, sedan byggdes det till

Jag flyttade tillbaka
Tyckte det var bra plats att växa upp i om man vill vara med djur och sådant

(Hon var tidig tonåring), vi bodde några km härifrån först, sedan flyttade vi hit
Vi ville har djur, hästar

Det är bara vi som har hästar 

Vad är det bästa?

Det är så otrolig vacker by

En ås som rinner rakt igenom, en sjö

Det är en sådan engagemang i byn. Det är en fantastiskt byalag
Det finns en grupp gubbar som träffas onsdagsar; onsdagsgruppen, som bygger bryggor i hamnen, fixar grejer

En gång tyckte jag det var för många buskar, jag ringde till onsdagsgruppen och wush var det borta

Det är en djurvänlig by, hundar och kossor, och otrolig vacker 


Det ligger mittemellan Ludvika och Smedjebacken, det är så nära till både att man kan i princip cykla till bägge
 
Något som skulle överraska? 

Kanske djuren

Att det är hagar och öppen mark overallt, att det hyrs i kosor som betar varje sommar (det är onsdagsgruppen som fixar detta)

Det är så mycket gemenskap
Varje fredag träffas tjejerna i byn och basta
På lördag träffas gubbarna i bastun

Det är gammal byanda, det tror jag är lite överraskande 

Mycket öppen landskap?

Nej, det är inte så många bonder, det är bara kossor och får som håller landskapen öppen. Det är för att vi har ett engagerat byalag som jobbar för att hålla byn jättevacker

Mycket inflyttning?

Inte sista tiden, då har det inte byggds mycket 
Nu har kommunen planlagt nya tomtar så det kanske byggs snart 

Det finns den gamla, gamla sidan sjön (mitt område), sedan finns det områden från 1980talet. Där finns det mer rullans, det är nog generationsskifte

Det brukade finnas skola som togs bort, nu kom den tillbaka och fick utökas för att det kom så många nya. Skola 1-6

Högstadiet i Smedjebacken, finns skolbuss 

Ludvika och Smedjebacken har gemensam gymnasieskola som ligger i Ludvika. Det går under samma 

Det är en internationell skola på G i Ludvika samt Hitachigymnasium - finns bara på två ställen i landet - det finns alltså en alternativ gymnasieskola. Det satsas väldig mycket på skola. 

I grundskolan finns det en 50:50 klass där hälften av undervisningen är på engelska från grundskolan 

Mera?

Historiken med Hagge är ganska fantastiskt
En gång i tiden var Hagge jättestort. Det falls järnvägsstation, smedja, Herrgård - det var stort. Det fanns stort trådverk

Jag tycker det är bra att det nu växer i så lagom takt
Arbetsplatserna finns öht inte i Hagge - det är ett ställe där man bo och trivs på. Det är en fristad. Det är trevligt och mysigt. 

De som bor här trivs väldig bra och är måna vid att byn ska vara fin. ";;
11-Jan-24;Hagge;"Varför just där

Flyttade till Hagge med mina föräldrar när jag var ett år gammal
Pappa fick jobb åp Hitachi

Ville absolut inte vara i Hagge som ungdom och flyttade till Falun istället, gick gymnasium 
Sedan flyttade jag till Borlänge och sedan USA där jag bodde några år

När jag fick barn som skulle börja skola så längtade jag hem väldig mycket
Först skulle jag ""hem"" till Stockholm för att jag tyckte att det inte fanns jobb inom mitt fält men sedan blev jag fundersam. Jag bodde i New York då och ville egentligen absolut inte till en annan storstad.

En av barndomsvännen hade flyttat tillbaka till Ludvika och berättade att hon trivdes. Så jag tänkte liksom ""kan man bo i Ludvika då?"" och då bestämde jag mig för att flytta till Hagge

Tyckte att ifall det blir fel så kan jag alltid flytta igen - barnen var så pass små fortfarfande

Det viktigaste var nog att skolan fanns och att mina föräldrar var där. 

Vad är det bästa?

Egentligen är det naturen och omgivningen - och mitt hus

Jag älskar mitt hus

Det är naturen

Jag har ett sammanhang med min familj och grannarna. Det känns tryggt.

Jag går med min hund väldig mycket i naturen. Den dagliga tillgången till naturen är mycket viktigt.

När barnen var yngre var det bäst att barnen fanns. 


Det är även ett mycket aktivt byalag som gör mycket jobb, håller landskapet öppet. 
Det finns en sammanhang där man jobbar mycket ihop

Det är fantastiskt att det finns dambastu på fredag, sedan isflaksbadar jag - det känns som att gå på ett lyxigt spa varje fredag. 

Det är kanske inga väldig djupa vänskaper men gemenskapen är väldig viktigt för trivseln. Det uppskattar jag. 


Sedan känns det även nära till mycket.
Det är inte så långt från Stockholm

Det finns fin skidåkning nära. Vi åker mycket slalom.

Det känns inte isolerat och långt ifrån. Det är lätt att ta sig till ställen. 

Jag skulle vara mer oroligt över att flytta väldigt långt upp i Norrland. 

Vad skulle överraska?

Bastun kanske.
Den är så … man har det organiserat och tillgängligt
Man betalar nog några hundralappar om året för att vara med i den

Skolan och sådant är nog inte överraskande.

Man vet nog vad man får när man flyttar dit. Det är inte så överraskande.


Det jag saknar är handeln.
Det fanns en handel när jag flyttade dit och nu finns den inte länge.
Det känns lite sådär att int ekunna handla någon man blev sugen på - man ville ju inte åka en mil till staden för en smågrej

Det gjorde att det kändes mer som by, mer avlägsen
Det är synd 
Det var en trevlig tant som hade den. Det var trevlig, det blev en samlligsplats. Hon hade även cafe där, någon sommar drev ett barn ett café 


Det är synd att det är så pass nära in till staden men det finns inga cykelvägar. Vägen är väldig smal.
De har pratat om cykelväg sedan jag flyttat hit - men det är svårt för att det inte riktigt finns plats


Det är ganska ovanlig med de där byskolorna
De flesta som flyttar hit är nog barnfamiljer som kommer pga skolan
Det gör även att huspriserna är något högre

Mera?

En sak som jag tycker är dåligt är att skogsbolagen avverkar mycket väldig nära byn. Det är de fantastiksa svampmarken och bärmarken

Det borde finnas en buffert, någon slags friskvårdsmark.
Vi har pratat lite om att köpa loss lite skog att ha som friskvårdsmark.
Det är väldig deprimerande med de stora kålhyggen. 


Kommer dina barn att vara kvar?

De kommer nog inte vara kvar nu men jag hoppas att de kanske kommer tillbaka

Dottern är mycket hästintresserade så hon skulle nog vilja komma tillbaka och ha häst
Sonen vill nog inte stannar 



En av våra grannar, hans högsta önskan har alltid varit att jobba på Hitachi och ha hus i Hagge - folk är olika

Man skrattar nog lite åt honom i byn, men det är inte lika illa med att man är en ""looser"" när man stannar kvar. Det håller på med att vända.

Bara att Bianca Ingrosso håller på med att inreda sitt hem - det påverka. Man har andra förbilder


Just hästtjejerna är ju också så, de ville ha en gård. 
Det känner jag inte fast jag var ju också håsttjej, det ändras nog lite 


Jag tror att byalaget gör väldig mycket för att alla tycker det är vackert 
Det jobbas ihop
Vi har gemensam midsommarfirande
Det finns någon slags gemenskap, det känns trevligt 



Det där med ytligare vänskaper

Jag har märkt det på senaste år att det faktikst ger väldig mycket, de där lite såna gemenskaper. Jag märker det när jag är ut med hunden.

Innan tänkte jag nog att det var ytligt och onödig. ";;
11-Jan-24;Hagge;"Varför just där

Jag har bott här i 40 år.

1980 så köpte vi en travhäst som vi hade inhyrd i en annan stall. Så vi letade efter en gård där det fanns möjlighet att ha häst.

Vi åkte runt och hamnade här.

Det fanns gammal stall som var i dålig skick samt hus med fyra rum och kök
Vi köpte huset och lånade sedan massa med pengar för att fixa stallet.

Barnen var fem och åtta, vi hade bott i Ludvika

Vi har inte ångrat en dag att vi flyttade hit
Men det var tack vare att vi hade häst. Hästen var orsaken till att vi hamnade här. 

Sedan skaffade vi flera hästar. 



Det bästa

Tystnaden 

Vi har ju hunder, jaktlabradorer
När man går ut i skogen kan man höra tystnaden. Det är nästan otäckt. Det är underbart. Man kan nästan tar i tystnaden.

Och sedan är det att man känner mycket folk, man möter folk och stannar och pratar

Vi har hudner och har haft de ändå sedan vi flyttat hit. Vi har lärt känna människor mer som vi även omgås med, äter middag med.

Speciellt under pandemin då fick man det här sociala på morgonen när man gick ut med hunderna, då träffade man andra människor. Vi höll ju avstånd men då kunde man träffas och prata fysiskt

Hagge är fantastiskt

Nu medan vi pratar så kikar jag ut genom köksfönstret och där ligger sjön 50 meter ner.

Vi har båt.

Vi arrenderar 3-4 hektar åkrar som vi måste sköter och förvaltar. Hästarna går det är och betar och vi tränera även hund där.

Tidigare var det även Highland cows

Jag har stort växthus - snart är det dags att plantera


Blir det jättekallt

Jo, I förrgår hat det varit 30 grader kall

Just nu har 5 decimeter snö. Så här mycket snö har vi aldrig haft. Hundarnar försvinner i snö 

Vi har haft otroligt kall vinter. Då far man sitta inne och elda. 


Överraska

Det finns en 18-håls golfsbana 

Vi har en sådan grej där de plantera in fisk och där man kan fiska mot betalning.

Det finns en skola mot 6-an och fritids

Du kan går ut i skogen och plocka bär och svamp och göra sylt

Det är så nära till allt. 

Vi bor ju nästan i skogen . Det är bara att gå ut 50 meter och så kan du plocka blåbär. 

I år när det var så mycket regn i somras så var det jättemycket svamp. Otrolig mycket kantarell. Det är härlig. 

Annat

Har Petra och Janna berättat om byalaget (onsdagsgruppen)

De ser till att göra rent. De hyr in får som betar och fixar. 

Tidigare så hade vi ju Hagge handel här där man kunde köpa mjölk och smör - men det var man tvungen att lägga ner


Det här, just att man bli och känner människor på ett helt annat sätt.

Innan vi bygde hus så bodde vi i ett höghus och då sa man knappt hej till grannarna

Speciellt när man blir äldre då pratar man mycket om sjukdomar - det blir så när man blir äldre. ";;
16-Jan-24;Lainio;"Jag har stuga kvar i Lainio, hela familjen bor kvar - är där väldig mycket men utgår från Piteå.
Inte så mycket Lainio, det är långt att pendla
Sambon är här, flyttade hit för fem år sedan

Sittar var i styrelsen och är delägare i en stygby.
Lainio minskar stadig, nu är det 56 invånare

Det är mycket föreningar, alla jobbar ideellt
När kommunen sa att de ska lägga ner så bildade byn en förening för att ta över detta

Problemet är att de flesta som jobbar i föreningarna börjar bli gamla (75+), det är inte mycket föryngring
Nu har vi några barnfamiljer men det er inte enkelt för de, det är några mil till nästa skola; ingen buslinje, det behövs bil.

Det finns mycket innitativ, driftiga föreningar
Folk är engagerade och ser till att sysselsätta sig på sin fritid
Många jågar fiskar, åkar skidor, skör hund

En barnfamilj att valt att bo i Lainio men har valt att pendla till Svartavaara (14 mil per dag)

Det skötas inte varje dag, bil med fyrahjulsdrift behövs. 


När jag bodde i Lainio hade vi väldig mycket strömavbrott. Det var strömavbrott i 17 timmar och det var 30 grader kall (jag pendlade vid den tiden till Pajala). Man ville inte lämna huset när strömen går. 

När jag blir arg så gick jag till medier 
De kom ut - hur mycket som (det var ändå sidan jag var på expressens löpsedel) 
De intervjuade mormor som satt där och frös i -9 grader med en kofta 
I och med det blev det den där mediabalonsen 

Veckan efteråt kom det massa Vattenfallbilar ut efter vägen och fixade

En annan gång skulle de lägga ner ambulansen 
Läggs den ner så kan det vara 1,5 timmar tills ambulansen kommer 
Även då gick jag till medier och de la inte ner det ändå

Jag använder medier för att sätta fokus 
Samhällstjänsterna försvinner lite allteftersom 

Hus till försäljning?
Absolut, det finns 

Under påsken / jakten så är det femdubbel med invånare i byn
Det finns hus som inte alls används eller som används varannat år, som kanske skulle säljas när frågan kommer.

De som köpte hus och flyttade till Lainio gjorde så

T.ex. var det tyskar som ville har en stor gård. De fick inte loss marken de ville ha och flyttade till en annan by 

Vi har en man, Mattias, som flyttat för att han vill bo avligset. Han är nog lite prepper (*verkar vara trans) 


Finns en egen bygdelokal som heter utmaningar. Den bygdes ideellt. Nu har vi en jättestor samlingslokal. Där ryms det upp till 500 personer. 


Det bästa? 

Naturen, älven, det rena vattnet
Människorna

Det är nära till allt

Alla hjälper varandra. Man måste göra det, man är beroende av varandra.

Initiativförmågan.
Oavsett vilken knäppt idé man kommer med så stöds den direkt och folk hjälper till. 

Det finns en förntida järnbruk, det doktorerades precis om 
De gjorde även experimentell arkeologi 

Nu ska vi ha en opera om Kvänarnas historia - våra okända historia
Jag frågade om de vill ha urpremier i Lainio. Det är jättmycket däromkring men de var bara ""jaja"". 
Det håller jag nu på med att planera och söka pengar för

Det finns även en pilgrimsvägen som knyter samman byarna längs den gamla vandringsleden

Alla pratade om att göra den vägen men ingen gjorde något
Men de gubbarna i Lainio tycker inte om att prata utan att göra
Så de gjorde det bara.

De ville bevara den gamla vandringsleden 

Biskopen kom och invigde den, så det är en riktigt pilgrimsled.
Det kanske kommer med i en SVT dokumentär om pilgrimsled snart 


Överraska? 

Kulturarbete och historien
Jag är ju mycket för berättelserna

Just kring den här utmaningen att man har bygd en kolmiler, det gamla kulturområdet 

Min pappa, ner han startade stugbyn för 70 år sedan (han är entreprenör som byggde skogsvägar och sådan, ville jobba med turismen vid sidan om)
Det här kallades kampen för tystnaden - han sålde in det där med mindfullness långt innan att det blev en grej. Folk kom för tystnadens skull. 

Det var många utländska på vintern.

Mobilen och WiFi funkade inte i byn.
Folk fick först panik. Sedan kändes det väldig skönt att inte bli uppnåbart. 
Det kändest väldig skönt även för mig när jag hade auditoins och var mycket stressad

Det är väldig fint att bara kunna logga ut helt. Hjärnan är ju helt stressad hela tiden.
Det borde nog vara bra för alla människor emellanåt. 


Kolla viltmarksdivan på SVTplay ";;
23-Jan-24;Lainio;"Varför just där

Ingen anknytning hit
Flyttade hit på grund av kärleken 

Uppvuxen i ett annat by 

Hur var det att komma in?

Det var enkelt. Mannen har fem syskon, fyra som bor här

Det bästa

Det är lugn och ro här

Jag giller naturen 

Nu har vi sex barn. 
Vi kanske ska flytta närmare samhället när man blir äldre 

Bott här i nio år

Det är ganska lugn
Det finns flera föreningar, bastu, allmänningen, hembygdsgille, skoterförening. 60 pers och så många föreningar

Är man engagerade i föreningarna så träffar man mycket folk

Det finns också stiftelsen kapellet. Det är träffar som berör alla i byn.

Vi ordnade våffladagar, kycklinglopp för barn, serverar fika efter skitävlingar, valborg - vi har lite av varje

På sommaren har vi kulturvecka
Carina ha haft föreställning
Vi har konsert 

Det är fotbollsklubb på sommaren, ordnar dans, det ordnas av hembygdsgillet

Från september då är det jakt och bärplockning - då är det ingen som har tid för något annat. Det blir jakten som blir den sociala grejen.

På det viset händer det mycket för människorna i byn

Det var utbildning i HLR och lite såndant här

Det är väldig livaktigt, den här byn 

Det finns flera som flyttat hit, några som blivit pensionärer, även ett yngre par som kom hit ungefär samtidigt som vi

Det är också många som gått bort, det är högt medelålder

Överraska

Det rika föreningslivet

Det finns en älv mitt genom byn med handdragen färja
Det är lite som att komma tillbaka femtio år i tiden 

På andra siden älven har vi en kyrkogård från 1600-talet - där begravdes det människor som inte fick begravs i prästsegnad jord

Förr fick man åka till Jukkasjärvi för att begrav sina döda.
När folk dog när det inte var rätt årstid för att ta sig till Jukkasjärvi så begravde man de och dog upp de sedan

Vi har också världsbekant fisk 

Vi lever lite i symbios med samer. Vi har renar som springer runt i byn
Du lever väldig nära naturen här. Det är älgar som betar på buskar och rävor. Det är väldig nära naturen 

Baksidan är att det är väldig långt till nästa affären som har en liten utbud

Det är 11,5 mil till närmaste tätort
Nu har de i alla fall gjort en bra vägbana, de första 2,5 mil är det fortfarande grusväg 

Det är stor tillrinning från älven till Torneälven 
Många pratar tre språk, samiska miankeli och svenska 

Osäker med hus men mark kan finnas
Det finns säkert stugor upp efter älven som kan göras i ordning

Det är jättestort naturområdet

Några år sedan köpte de stora delar av almänniningen och gjorde om till naturreservat - men vi har fortfarande jakt- och fiskerätt. Man får bara inte avverka 

Annat

Männen sitter och diskuterar i bastun

Jag jobbar någon annanstans
När jag kommer hem så är man ganska trött och då vill man bara vara ensam

Skolor?

4 mil till närmaste förskola, skola --> Vittangi; där finns det även en liten Coop som inte har så bra utbud  


Byn fyller snabbt 400 år
De första breven som skrev i samband med -rörelsen finns här 

Man bygd stor festlokal som tar hundra personer 

Det finns en del gamla kulturbyggnader, smedja och kvarn - där målas det på gammaldags vis 
Det finns mycket sevärt 


Vi hjälps åt
Det är det som gör att byn fungerar

Jag tänker att ser man inte någon ute så kollar man alltid så att inte någon är sjuk och det har hänt något

När vi har varit borta så kan det händer att en granne ha kommit förbi och skött uppfarten
Det är ett omtänkbart byn 

Vi har flera författare som kommer härifrån 
Det finns en par musikgrupper här i byn, flera konstnärer ";;
